hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,virtualization,open_ports,running_services,server_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
srv-0874,Windows Server,2016,4,16,False,True,VMware,[ 80 443],['winrm'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_hybrid,0.7,True
srv-0875,Windows Server,2022,32,128,False,True,KVM,[443],['sshd'],Cloud Management Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
srv-0876,Debian,11,2,64,False,True,Physical,[443],['nginx'],CRM Server,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0877,Windows Server,2019,2,32,False,True,Physical,[443],['winrm'],Privileged Access Management,High,High,Moderate,synthetic_hybrid,0.76,True
srv-0878,Ubuntu Server,20.04,2,16,False,False,VMware,[443],['sshd'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0879,RHEL,9,16,64,False,True,Physical,[ 67  68 443],['containerd' 'docker'],DHCP Server,Moderate,Moderate,High,synthetic_hybrid,0.95,True
srv-0880,Windows Server,2016,32,8,False,True,Hyper-V,[443],['ossec'],Identity Governance Server,High,High,Moderate,synthetic_rules,0.99,True
srv-0881,Debian,12,4,32,False,False,VMware,[3389 8080],['grafana' 'prometheus'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.85,True
srv-0882,Ubuntu Server,22.04,2,8,False,True,KVM,[514],['ossec'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0883,Windows Server,2016,4,128,False,True,VMware,[443],['kubelet' 'sshd'],Virtualization Host,Moderate,Moderate,High,synthetic_hybrid,0.79,True
srv-0884,Debian,11,8,128,False,True,VMware,[ 443 5986],['sshd'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0885,Ubuntu Server,20.04,2,128,False,False,Physical,[ 443 3389 5985 8888],['sshd'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0886,Windows Server,2016,4,128,False,True,Physical,[ 445 5985 5986],['winrm'],File Server,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0887,Ubuntu Server,20.04,32,32,False,False,Physical,[ 443 3478],['exchange'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0888,Ubuntu Server,20.04,8,32,False,False,Cloud VM,[  80  389  636 3268],['sshd'],Active Directory Domain Services,High,High,High,synthetic_rules,0.78,True
srv-0889,Windows Server,2019,4,16,False,True,Physical,[  22  514 5986],['jenkins' 'veeam'],Log Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.87,True
srv-0890,Ubuntu Server,22.04,8,4,False,False,KVM,[ 25 110 443 995],['jira'],Mail Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0891,Debian,11,16,8,False,True,Hyper-V,[3260 5986],['sshd'],SAN Management Server,High,High,High,synthetic_rules,0.71,True
srv-0892,Ubuntu Server,22.04,4,8,False,False,VMware,[5985 8088],['winrm'],BI Server,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
srv-0893,Ubuntu Server,20.04,8,4,False,False,Hyper-V,[  22   80 1883 5985],['winrm'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
srv-0894,Ubuntu Server,22.04,4,128,False,False,Hyper-V,[  80 3389 5601 9200 9300],['winrm'],Search Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0895,Windows Server,2019,8,32,False,True,VMware,[443],['winrm'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0896,Windows Server,2016,8,8,False,True,Physical,[443],['jenkins'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_ml_seed,0.72,True
srv-0897,Windows Server,2019,4,64,False,True,KVM,[ 443 5696],['radiusd' 'wazuh-manager'],Key Management Server,High,High,Moderate,synthetic_rules,0.88,True
srv-0898,Windows Server,2019,4,4,False,True,VMware,[  22 8080],['gitlab'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0899,Debian,11,8,128,False,False,VMware,[5601],['ossec' 'wazuh-manager'],SIEM Server,High,High,Moderate,synthetic_rules,0.79,True
srv-0900,Windows Server,2016,4,64,False,True,VMware,[5986 8443],['jenkins'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.87,True
srv-0901,Windows Server,2016,8,8,False,True,VMware,[  80  443 5985 5986],['winrm'],Mainframe Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0902,Windows Server,2016,4,128,False,True,Hyper-V,[443],['wazuh-manager'],HSM Management Server,High,High,Moderate,synthetic_hybrid,0.8,True
srv-0903,RHEL,9,4,128,True,True,Cloud VM,[ 443 5985 8080],['confluence' 'iis' 'nginx'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0904,Debian,11,16,4,False,True,VMware,[443 587],['sharepoint'],Mail Server,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
srv-0905,Windows Server,2019,32,8,False,True,Hyper-V,[443],['winrm'],Threat Intelligence Server,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
srv-0906,Debian,12,8,64,False,False,Physical,[  80  443 8080],['iis' 'nginx'],Wiki Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.82,True
srv-0907,Windows Server,2019,2,32,False,True,KVM,[3306],['oracle'],Database Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.9,True
srv-0908,Ubuntu Server,22.04,4,16,False,False,Physical,[ 443 5985],['ansible' 'jenkins'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
srv-0909,RHEL,9,8,32,False,False,VMware,[5986 8080],['apache2' 'iis' 'teams-gateway'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0910,Windows Server,2022,4,16,False,True,VMware,[ 443 3260],['sshd'],SAN Management Server,High,High,High,synthetic_hybrid,0.7,True
srv-0911,Windows Server,2019,4,8,False,True,VMware,[5432],['postgresql'],Database Proxy,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0912,Windows Server,2019,2,16,False,True,Cloud VM,[ 443 1194 4500],['winrm'],VPN Server,Moderate,Moderate,High,synthetic_hybrid,0.74,True
srv-0913,Debian,11,8,16,False,False,Physical,[ 5986 10250 30000],['ntp'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0914,Debian,11,4,8,False,False,KVM,[20],['sshd'],FTP Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0915,Debian,12,4,16,False,False,Container,[3306],['mssql'],Database Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
srv-0916,Ubuntu Server,20.04,4,128,False,True,Hyper-V,[3128 8080],['winrm'],Proxy Server,Moderate,Moderate,Moderate,synthetic_rules,0.7,True
srv-0917,Debian,11,8,128,False,True,Hyper-V,[  80 6443],['dns'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_rules,0.95,True
srv-0918,Debian,12,8,8,False,False,VMware,[ 22 514],['elastic-agent' 'radiusd'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.86,True
srv-0919,RHEL,8,4,16,False,False,Container,[  25  143  465 5985],['teams-gateway'],Mail Server,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0920,RHEL,8,4,128,False,True,Hyper-V,[ 443 8080],['apache2' 'iis'],Wiki Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.74,True
srv-0921,Debian,11,16,8,False,True,Cloud VM,[443],['apache2'],HRIS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.73,True
srv-0922,Windows Server,2022,16,64,False,True,VMware,[ 443 3389],['grafana'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0923,Ubuntu Server,20.04,4,4,True,False,VMware,[  22   80  514 6514],['winrm'],Syslog Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.73,True
srv-0924,Ubuntu Server,22.04,4,16,False,True,Physical,[  53 3389 5986],['sshd' 'winrm'],DNS Server,Moderate,Moderate,High,synthetic_hybrid,0.94,True
srv-0925,Ubuntu Server,20.04,4,16,False,False,VMware,[ 22 443],['iis'],Wiki Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.78,True
srv-0926,Windows Server,2022,8,32,False,True,VMware,[ 443 5985],['ossec' 'radiusd'],Identity Federation Server,High,High,Moderate,synthetic_hybrid,0.92,True
srv-0927,Ubuntu Server,20.04,4,4,False,False,Physical,[  80 1812 1813],['suricata' 'vault'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0928,RHEL,9,4,32,False,False,Hyper-V,[ 443 5985 5986 8080],['apache2' 'jira' 'tomcat'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
srv-0929,Windows Server,2016,16,64,False,True,Physical,[6080],['winrm'],GIS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0930,Windows Server,2019,8,4,False,True,Container,[53],['containerd' 'ntp'],DNS Server,Moderate,Moderate,High,synthetic_hybrid,0.91,True
srv-0931,Ubuntu Server,22.04,8,64,False,True,Hyper-V,[  22  443 3389],['winrm'],Privileged Access Management,High,High,Moderate,synthetic_rules,0.86,True
srv-0932,Windows Server,2016,32,128,False,True,Cloud VM,[111 445],['winrm'],Storage Server,High,High,High,synthetic_rules,0.94,True
srv-0933,Windows Server,2022,4,16,False,True,Physical,[ 22 443],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0934,Debian,11,4,64,False,False,VMware,[  22  443 3478],['jira'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0935,Debian,12,32,16,True,True,KVM,[443],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_ml_seed,0.8,True
srv-0936,Debian,12,4,8,False,False,VMware,[  22   80 2375 2376 5985],['dhcp' 'winrm'],Container Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.79,True
srv-0937,Ubuntu Server,22.04,4,128,False,False,Hyper-V,[8080],['apache2' 'jira'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0938,Windows Server,2019,2,16,False,True,VMware,[  22  443 8443],['apache2' 'tomcat'],API Gateway,Moderate,Moderate,High,synthetic_hybrid,0.74,True
srv-0939,RHEL,9,32,16,False,False,KVM,[ 443 8834],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0940,Windows Server,2022,32,16,False,True,Physical,[ 443 5985],['gitlab' 'zabbix-server'],Source Control Server,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0941,Windows Server,2022,16,4,False,True,Hyper-V,[  22  443  902 3389],['dhcp'],Virtualization Host,Moderate,Moderate,High,synthetic_hybrid,0.73,True
srv-0942,RHEL,9,2,64,False,True,VMware,[  22  443 3389 8000],['iis'],ERP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
srv-0943,Windows Server,2019,16,8,False,True,Cloud VM,[ 5060  5061  5986 10000],['winrm'],VoIP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.92,True
srv-0944,Windows Server,2019,4,8,False,True,Cloud VM,[5985 8080 8443],['sshd'],Application Server,Moderate,Moderate,High,synthetic_rules,0.76,True
srv-0945,Debian,12,2,16,False,False,VMware,[162 443],['jenkins'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.7,True
srv-0946,Windows Server,2019,2,16,False,True,Cloud VM,[  22  443 5985],['winrm'],Load Balancer,Moderate,Moderate,High,synthetic_rules,0.77,True
srv-0947,Windows Server,2022,8,16,False,True,KVM,[ 22 443 502],['sshd'],OT Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0948,Windows Server,2022,2,4,False,True,KVM,[ 443 8443],['radiusd'],EDR Management Server,High,High,High,synthetic_rules,0.97,True
srv-0949,RHEL,8,32,8,True,False,Hyper-V,[5222 5985],['jira'],Collaboration Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0950,Windows Server,2019,8,64,False,True,Hyper-V,[ 443 3389 5985 5986],['ansible'],Automation Orchestration Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.71,True
srv-0951,Debian,12,8,32,False,True,VMware,[  22 5985],['grafana' 'puppetserver'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
srv-0952,Debian,12,8,16,False,False,Physical,[ 443 8080],['apache2' 'jira'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0953,Debian,11,8,4,False,True,Cloud VM,[  22 5985],['dhcp'],Container Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.89,True
srv-0954,Windows Server,2019,4,64,False,True,Hyper-V,[1521 5432],['postgresql'],Geospatial Database,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0955,Debian,11,16,32,False,False,VMware,[22],['dhcp'],Bastion Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.82,True
srv-0956,Windows Server,2022,8,32,False,True,Cloud VM,[ 443 3260],['sshd'],SAN Management Server,High,High,High,synthetic_rules,0.76,True
srv-0957,Windows Server,2022,16,8,False,True,Cloud VM,[ 22 443],['winrm'],Replication Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0958,Windows Server,2019,8,64,False,True,KVM,[443],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0959,Windows Server,2022,16,4,False,True,KVM,[5432 5986],['postgresql'],Data Warehouse Server,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0960,Debian,11,8,32,False,False,Physical,[ 111  445 2049 3389],['winrm'],NAS Server,High,High,High,synthetic_rules,0.79,True
srv-0961,Windows Server,2016,32,8,False,True,Container,[22 80],['ansible' 'prometheus'],Source Control Server,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0962,RHEL,9,2,64,False,False,Cloud VM,[  443 30000 30001],['kubelet' 'ntp'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0963,Ubuntu Server,22.04,4,128,False,False,VMware,[5222 5985],['jira'],Collaboration Server,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
srv-0964,RHEL,9,4,32,False,True,VMware,[161 443],['gitlab' 'jenkins'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0965,Windows Server,2022,2,64,False,True,Cloud VM,[5985 8888],['winrm'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
srv-0966,Ubuntu Server,20.04,4,128,False,False,Cloud VM,[8080],['apache2' 'exchange'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0967,Debian,12,8,32,True,False,VMware,[ 22 443],['grafana' 'veeam'],CI/CD Runner,Moderate,Moderate,Moderate,synthetic_hybrid,0.83,True
srv-0968,Ubuntu Server,22.04,8,32,False,False,Hyper-V,[443],['gitlab'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
srv-0969,Windows Server,2019,8,4,False,True,VMware,[443],['winrm'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0970,RHEL,8,32,128,False,True,VMware,[  22 3478],['teams-gateway'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0971,RHEL,8,4,8,False,True,Hyper-V,[3389 6514],['sshd'],Syslog Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0972,Windows Server,2016,2,4,False,True,Hyper-V,[443],['grafana' 'puppetserver'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0973,Windows Server,2019,2,4,False,True,Hyper-V,[443],['sshd'],OT Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
srv-0974,RHEL,9,4,8,False,True,Cloud VM,[ 443  514 5601 9200],['zabbix-server'],Log Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0975,Windows Server,2016,16,8,False,True,VMware,[ 80 443],['tomcat'],HRIS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.9,True
srv-0976,Windows Server,2022,2,8,False,True,VMware,[3306 3389 5432],['oracle'],Database Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0977,RHEL,8,32,128,False,False,Physical,[ 161 5666 5985],['ansible' 'veeam'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0978,Windows Server,2019,8,16,False,True,Hyper-V,[443],['suricata'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0979,Windows Server,2022,8,4,False,True,Cloud VM,[53],['docker' 'winrm'],DNS Server,Moderate,Moderate,High,synthetic_rules,0.76,True
srv-0980,Ubuntu Server,22.04,4,8,False,False,VMware,[8200],['ossec'],Secrets Management Server,High,High,Moderate,synthetic_ml_seed,0.91,True
srv-0981,Windows Server,2022,4,128,False,True,VMware,[443],['radiusd'],Identity Governance Server,High,High,Moderate,synthetic_hybrid,0.85,True
srv-0982,Windows Server,2019,8,4,False,True,KVM,[22],['winrm'],SFTP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.8,True
srv-0983,Windows Server,2019,4,32,False,True,KVM,[ 443 8443],['grafana' 'zabbix-server'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0984,Windows Server,2019,4,4,False,True,KVM,[3128 5985],['sshd'],Proxy Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
srv-0985,Debian,11,8,32,False,True,Hyper-V,[  22   80 5985],['nginx' 'tomcat'],Reverse Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0986,Ubuntu Server,20.04,8,8,False,False,Cloud VM,[ 443 8443],['veeam' 'zabbix-server'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.94,True
srv-0987,RHEL,9,16,4,False,True,Hyper-V,[  22 2375 2376],['dns' 'sshd'],Container Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.9,True
srv-0988,Ubuntu Server,22.04,4,4,False,False,KVM,[ 443 5986],['sshd'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_hybrid,0.78,True
srv-0989,Debian,11,32,16,False,False,Physical,[ 443 5222],['jira'],Collaboration Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0990,Ubuntu Server,20.04,8,16,False,False,VMware,[1812 1813 5985],['elastic-agent' 'vault'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.84,True
srv-0991,RHEL,8,4,64,False,True,VMware,[ 443 2195],['sshd'],MDM Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
srv-0992,Debian,12,8,64,False,False,Hyper-V,[  22 3389],['ntp' 'sshd'],Bastion Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.95,True
srv-0993,Ubuntu Server,22.04,8,4,False,False,Hyper-V,[8080],['winrm'],Proxy Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.91,True
srv-0994,Windows Server,2022,4,4,False,True,Hyper-V,[443],['winrm'],Mainframe Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.73,True
srv-0995,Windows Server,2016,32,64,False,True,Physical,[22],['sshd'],SFTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.83,True
srv-0996,Windows Server,2022,32,8,False,True,Physical,[ 443 5986 8081],['grafana'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
srv-0997,Windows Server,2019,4,128,False,True,VMware,[ 443 8080],['jenkins' 'prometheus'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.72,True
srv-0998,Debian,12,4,8,False,True,VMware,[123],['kubelet' 'ntp'],NTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.71,True
srv-0999,Debian,11,4,8,False,True,Physical,[22],['winrm'],SFTP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.7,True
srv-1000,RHEL,8,16,128,False,False,VMware,[ 515  631 9100],['sshd'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
