role,os_type,os_version,hostname_pattern,business_function,department,open_ports,running_services,installed_roles,installed_software
File Server,Windows Server,Windows Server 2022,SRV,Data Storage,HR,"[445, 3389]","[""CIFS"", ""SMB"", ""Event Log"", ""RDP""]","[""File Server""]","[""FSRM""]"
File Server,Windows Server,Windows Server 2016,SRV,Department File Shares,Operations,"[139, 445]","[""CIFS"", ""SMB"", ""Monitoring Service"", ""WinRM""]","[""File and Storage Services""]","[""FSRM""]"
File Server,Windows Server,Windows Server 2016,SRV,Department File Shares,IT,"[139, 445]","[""File Services""]","[""File and Storage Services""]","[""Windows File Services"", ""Endpoint Protection"", ""Sysmon""]"
File Server,Windows Server,Windows Server 2019,SRV,Department File Shares,IT,"[445, 3389]","[""File Services""]","[""File and Storage Services""]","[""FSRM""]"
File Server,Windows Server,Windows Server 2019,SRV,Shared Storage,Operations,"[139, 445]","[""SMB"", ""File Services"", ""Event Log""]","[""File Server"", ""Management Tools"", ""Remote Administration""]","[""Windows File Services""]"
File Server,Windows Server,Windows Server 2016,SRV,Data Storage,HR,"[139, 445, 3389]","[""SMB"", ""File Services"", ""WinRM""]","[""File and Storage Services""]","[""Windows File Services""]"
File Server,Windows Server,Windows Server 2016,SRV,Data Storage,Operations,[445],"[""SMB"", ""File Services""]","[""File and Storage Services""]","[""FSRM""]"
File Server,Windows Server,Windows Server 2019,SRV,Department File Shares,HR,"[139, 445]","[""File Services""]","[""File and Storage Services""]","[""DFS Management""]"
File Server,Windows Server,Windows Server 2022,SRV,Department File Shares,IT,"[139, 445]","[""CIFS"", ""SMB""]","[""File Server""]","[""FSRM""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Operations,"[80, 443]","[""IIS"", ""W3SVC"", ""Monitoring Service""]","[""Web Server"", ""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,IT,"[80, 443]","[""IIS"", ""W3SVC""]","[""Web Server"", ""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2019,SRV,Public Website,IT,"[80, 443]","[""IIS"", ""W3SVC""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2019,SRV,Internal Applications,Operations,"[80, 443, 3389]","[""IIS"", ""W3SVC""]","[""Web Server"", ""Management Tools"", ""Remote Administration""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2019,SRV,Public Website,IT,"[80, 443]","[""Apache"", ""HTTP"", ""RDP""]","[""Web Server""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Marketing,"[80, 443]","[""IIS"", ""W3SVC"", ""Event Log"", ""RDP"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Apache2"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2019,SRV,Public Website,Operations,[443],"[""Apache"", ""HTTP"", ""Monitoring Service"", ""WinRM"", ""HTTPS""]","[""Web Server""]","[""Nginx"", ""Endpoint Protection"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,Operations,"[80, 443, 3389]","[""Apache"", ""HTTP""]","[""IIS""]","[""IIS Management Console"", ""PowerShell""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,IT,[443],"[""Nginx"", ""HTTPS"", ""WinRM"", ""Event Log""]","[""Web Server""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,Operations,"[80, 443]","[""IIS"", ""W3SVC"", ""HTTPS""]","[""Web Server""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,IT,"[80, 443]","[""Apache"", ""HTTP"", ""Event Log"", ""HTTPS""]","[""IIS"", ""Management Tools"", ""Remote Administration""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,[443],"[""Nginx"", ""HTTPS"", ""Event Log"", ""Monitoring Service""]","[""Web Server""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2019,SRV,Internal Applications,Operations,[443],"[""Apache"", ""HTTP""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,Marketing,"[80, 443]","[""Nginx"", ""HTTPS"", ""Event Log"", ""Monitoring Service""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,IT,"[80, 443, 3389]","[""Apache"", ""HTTP"", ""Monitoring Service"", ""HTTPS""]","[""Web Server""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,IT,"[80, 443, 3389]","[""IIS"", ""W3SVC"", ""WinRM"", ""HTTPS""]","[""Web Server"", ""Management Tools""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,"[80, 443, 3389]","[""IIS"", ""W3SVC""]","[""IIS""]","[""Apache2"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,IT,"[80, 443]","[""IIS"", ""W3SVC"", ""HTTPS""]","[""Web Server""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2019,SRV,Internal Applications,Marketing,"[80, 443, 3389]","[""IIS"", ""W3SVC"", ""HTTPS""]","[""IIS"", ""Management Tools"", ""Remote Administration""]","[""Nginx"", ""AV Scanner""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443]","[""Nginx"", ""HTTPS""]","[""Web Server""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,"[80, 443, 3389]","[""IIS"", ""W3SVC""]","[""Web Server"", ""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2022,SRV,Web Hosting,Operations,"[80, 443]","[""Nginx"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,Operations,[443],"[""Nginx"", ""HTTPS"", ""RDP""]","[""Web Server"", ""IIS""]","[""Nginx"", ""Backup Agent"", ""PowerShell""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,Operations,"[80, 443]","[""Nginx"", ""HTTPS"", ""WinRM"", ""RDP""]","[""Web Server"", ""Management Tools"", ""Remote Administration""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,Marketing,"[80, 443]","[""IIS"", ""W3SVC""]","[""Web Server""]","[""Nginx"", ""Sysmon"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,Operations,"[80, 443]","[""Nginx"", ""HTTPS"", ""RDP"", ""Monitoring Service""]","[""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,"[80, 443]","[""Apache"", ""HTTP""]","[""Web Server"", ""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443, 3389]","[""Apache"", ""HTTP"", ""HTTPS""]","[""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,IT,"[80, 443, 3389]","[""Nginx"", ""HTTPS"", ""Monitoring Service""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,Marketing,"[80, 443]","[""IIS"", ""W3SVC"", ""Monitoring Service"", ""HTTPS""]","[""Web Server"", ""IIS"", ""Management Tools"", ""Remote Administration""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,Marketing,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""IIS"", ""Remote Administration""]","[""IIS Management Console"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,IT,"[80, 443]","[""IIS"", ""W3SVC"", ""Event Log""]","[""Web Server""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,IT,"[80, 443]","[""Apache"", ""HTTP"", ""RDP"", ""Event Log""]","[""Web Server"", ""Management Tools""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2019,SRV,Public Website,IT,"[80, 443, 3389]","[""Apache"", ""HTTP"", ""WinRM"", ""RDP""]","[""Web Server""]","[""Apache2"", ""AV Scanner"", ""Backup Agent""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443, 3389]","[""Apache"", ""HTTP"", ""HTTPS""]","[""IIS""]","[""IIS Management Console"", ""Endpoint Protection"", ""AV Scanner""]"
Web Server,Windows Server,Windows Server 2019,SRV,Internal Applications,Marketing,"[80, 443]","[""IIS"", ""W3SVC"", ""HTTPS""]","[""IIS""]","[""Nginx"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2022,SRV,Web Hosting,Marketing,[443],"[""Nginx"", ""HTTPS""]","[""Web Server""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Operations,[443],"[""Nginx"", ""HTTPS""]","[""Web Server"", ""Remote Administration"", ""Management Tools""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Web Hosting,IT,"[80, 443, 3389]","[""IIS"", ""W3SVC"", ""WinRM"", ""Event Log""]","[""Web Server"", ""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,IT,[443],"[""Nginx"", ""HTTPS"", ""RDP"", ""Monitoring Service""]","[""Web Server""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,Operations,"[80, 443]","[""Apache"", ""HTTP"", ""HTTPS""]","[""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,Marketing,[443],"[""Apache"", ""HTTP"", ""HTTPS""]","[""IIS""]","[""IIS Management Console"", ""Endpoint Protection""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Marketing,[443],"[""IIS"", ""W3SVC"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Marketing,"[80, 443]","[""Apache"", ""HTTP"", ""HTTPS""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Operations,"[80, 443]","[""IIS"", ""W3SVC"", ""RDP"", ""Event Log"", ""HTTPS""]","[""IIS""]","[""Nginx"", ""Backup Agent"", ""PowerShell""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Marketing,[443],"[""Apache"", ""HTTP""]","[""Web Server"", ""IIS"", ""Management Tools""]","[""Apache2"", ""AV Scanner"", ""Backup Agent""]"
Web Server,Windows Server,Windows Server 2019,SRV,Public Website,IT,[443],"[""Apache"", ""HTTP""]","[""Web Server"", ""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,Operations,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""IIS"", ""Management Tools"", ""Remote Administration""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,IT,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""Web Server""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,Marketing,[443],"[""IIS"", ""W3SVC""]","[""Web Server""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443]","[""Apache"", ""HTTP"", ""HTTPS""]","[""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,Operations,"[80, 443, 3389]","[""Apache"", ""HTTP""]","[""Web Server""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443]","[""Apache"", ""HTTP"", ""Event Log"", ""WinRM""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,Operations,[443],"[""Apache"", ""HTTP"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Operations,"[80, 443]","[""IIS"", ""W3SVC"", ""Event Log"", ""Monitoring Service"", ""HTTPS""]","[""Web Server"", ""Management Tools""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,IT,"[80, 443, 3389]","[""Apache"", ""HTTP""]","[""Web Server"", ""IIS"", ""Remote Administration"", ""Management Tools""]","[""IIS Management Console"", ""Endpoint Protection""]"
Web Server,Windows Server,Windows Server 2019,SRV,Internal Applications,Operations,"[80, 443, 3389]","[""Apache"", ""HTTP"", ""WinRM""]","[""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2022,SRV,Web Hosting,IT,"[80, 443]","[""Apache"", ""HTTP"", ""RDP""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,IT,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""Web Server"", ""Remote Administration"", ""Management Tools""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,IT,[443],"[""Apache"", ""HTTP"", ""Event Log"", ""Monitoring Service""]","[""Web Server"", ""IIS""]","[""Nginx"", ""Monitoring Agent""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,Marketing,[443],"[""Nginx"", ""HTTPS""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,"[80, 443]","[""Nginx"", ""HTTPS""]","[""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,Operations,[443],"[""Apache"", ""HTTP"", ""Monitoring Service""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,Marketing,[443],"[""IIS"", ""W3SVC"", ""HTTPS""]","[""IIS"", ""Remote Administration""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,"[80, 443]","[""Apache"", ""HTTP"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,IT,[443],"[""Nginx"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Nginx"", ""PowerShell""]"
Web Server,Windows Server,Windows Server 2022,SRV,Web Hosting,IT,[443],"[""Nginx"", ""HTTPS"", ""Event Log"", ""Monitoring Service""]","[""IIS"", ""Remote Administration"", ""Management Tools""]","[""Apache2"", ""Sysmon""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,Marketing,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""IIS"", ""Remote Administration"", ""Management Tools""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,IT,[443],"[""Apache"", ""HTTP"", ""HTTPS""]","[""Web Server"", ""Management Tools""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2019,SRV,Internal Applications,Marketing,"[80, 443]","[""IIS"", ""W3SVC"", ""HTTPS""]","[""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443]","[""Apache"", ""HTTP""]","[""Web Server"", ""IIS""]","[""Nginx"", ""Monitoring Agent"", ""AV Scanner""]"
Web Server,Windows Server,Windows Server 2019,SRV,Web Hosting,Marketing,"[80, 443]","[""Nginx"", ""HTTPS""]","[""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,Marketing,"[80, 443]","[""IIS"", ""W3SVC"", ""Monitoring Service"", ""Event Log""]","[""Web Server""]","[""Apache2"", ""AV Scanner""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Operations,[443],"[""Nginx"", ""HTTPS"", ""Event Log""]","[""IIS"", ""Remote Administration""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Public Website,Marketing,[443],"[""Nginx"", ""HTTPS"", ""WinRM"", ""Monitoring Service""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2022,SRV,Internal Applications,IT,"[80, 443, 3389]","[""IIS"", ""W3SVC"", ""WinRM""]","[""Web Server"", ""IIS""]","[""Apache2""]"
Web Server,Windows Server,Windows Server 2019,SRV,Public Website,IT,[443],"[""Nginx"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Apache2"", ""Sysmon"", ""Backup Agent""]"
Web Server,Windows Server,Windows Server 2022,SRV,Web Hosting,IT,[443],"[""IIS"", ""W3SVC"", ""WinRM"", ""RDP"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Apache2"", ""AV Scanner"", ""PowerShell""]"
Web Server,Windows Server,Windows Server 2016,SRV,Web Hosting,Operations,"[80, 443]","[""IIS"", ""W3SVC""]","[""Web Server""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Marketing,"[80, 443, 3389]","[""Apache"", ""HTTP"", ""HTTPS""]","[""Web Server"", ""IIS"", ""Remote Administration""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2022,SRV,Public Website,Marketing,"[80, 443, 3389]","[""Nginx"", ""HTTPS"", ""WinRM"", ""Event Log""]","[""IIS""]","[""Nginx"", ""Endpoint Protection"", ""Sysmon""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Marketing,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""Nginx""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Operations,"[80, 443]","[""Apache"", ""HTTP"", ""HTTPS""]","[""Web Server"", ""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,IT,[443],"[""Nginx"", ""HTTPS""]","[""IIS""]","[""IIS Management Console""]"
Web Server,Windows Server,Windows Server 2016,SRV,Internal Applications,Marketing,"[80, 443, 3389]","[""Nginx"", ""HTTPS""]","[""Web Server""]","[""Apache2"", ""Monitoring Agent""]"
